MIRNA	HOST	HOST_EXPR	HOST_TC	TARGET	TAR_EXPR	TAR_TC	DELTAG
hsa-miR-16-5p	SMC4	1.0	27	SNX15	0.5	7	-12.18
hsa-miR-16-5p	SMC4	1.0	27	SLC25A6	216.0	3	-15.63
hsa-miR-16-5p	SMC4	1.0	27	GOT2	9.0	7	-24.12
hsa-miR-16-5p	SMC4	1.0	27	HTRA1	13.0	2	-16.53
hsa-miR-16-5p	SMC4	1.0	27	IPO5	17.0	29	-14.49
hsa-miR-16-5p	SMC4	1.0	27	RNF138	3.0	9	-17.11
hsa-miR-16-5p	SMC4	1.0	27	POLR3A	2.0	5	-15.27
hsa-miR-16-5p	SMC4	1.0	27	PSAT1	24.0	2	-16.35
hsa-miR-16-5p	SMC4	1.0	27	TMED7	12.0	3	-14.23
hsa-miR-16-5p	SMC4	1.0	27	AQP12B	97.0	6	-17.24
hsa-miR-16-5p	SMC4	1.0	27	WIPI2	5.0	14	-13.34
hsa-miR-16-5p	SMC4	1.0	27	ZEB2	0.6	33	-11.62
hsa-miR-16-5p	SMC4	1.0	27	ATG14	4.0	2	-13.83
hsa-miR-16-5p	SMC4	1.0	27	PURA	2.0	3	-13.67
hsa-miR-16-5p	SMC4	1.0	27	UBE2V1	1.0	24	-23.87
hsa-miR-16-5p	SMC4	1.0	27	NCAPG	0.1	5	-13.39
hsa-miR-16-5p	SMC4	1.0	27	RBPJ	6.0	31	-15.61
hsa-miR-16-5p	SMC4	1.0	27	LMTK3	1.0	2	-11.88
hsa-miR-16-5p	SMC4	1.0	27	ATOX1	2.0	7	-12.76
hsa-miR-16-5p	SMC4	1.0	27	TNFRSF10A	1.0	4	-15.13
hsa-miR-16-5p	SMC4	1.0	27	CDK17	2.0	12	-14.39
hsa-miR-16-5p	SMC4	1.0	27	MTHFR	3.0	9	-16.26
hsa-miR-16-5p	SMC4	1.0	27	DLGAP3	0.5	3	-11.1
hsa-miR-16-5p	SMC4	1.0	27	PPP1R11	13.0	6	-16.39
hsa-miR-16-5p	SMC4	1.0	27	PHKA1	4.0	5	-18.66
hsa-miR-16-5p	SMC4	1.0	27	PNPO	4.0	8	-17.14
hsa-miR-16-5p	SMC4	1.0	27	CAMSAP1	2.0	10	-20.56
hsa-miR-16-5p	SMC4	1.0	27	RPL36	132.0	8	-11.65
hsa-miR-16-5p	SMC4	1.0	27	DDX21	13.0	2	-11.1
hsa-miR-16-5p	SMC4	1.0	27	EIF4G1	32.0	39	-13.41
hsa-miR-16-5p	SMC4	1.0	27	TUBGCP2	8.0	10	-23.29
hsa-miR-16-5p	SMC4	1.0	27	IFT74	2.0	10	-12.82
hsa-miR-16-5p	SMC4	1.0	27	ITGB4	4.0	13	-17.9
hsa-miR-16-5p	SMC4	1.0	27	WDR43	5.0	6	-13.83
hsa-miR-16-5p	SMC4	1.0	27	TERF2IP	10.0	3	-18.55
hsa-miR-16-5p	SMC4	1.0	27	ZBTB16	4.0	9	-12.32
hsa-miR-16-5p	SMC4	1.0	27	BAZ2A	10.0	17	-13.64
hsa-miR-16-5p	SMC4	1.0	27	DMD	3.0	30	-18.37
hsa-miR-16-5p	SMC4	1.0	27	RPL10	373.0	18	-15.02
hsa-miR-16-5p	SMC4	1.0	27	RS1	0.0	2	-15.87
hsa-miR-16-5p	SMC4	1.0	27	U2SURP	6.0	17	-21.27
hsa-miR-16-5p	SMC4	1.0	27	CD2AP	5.0	5	-13.51
hsa-miR-16-5p	SMC4	1.0	27	ARHGAP32	5.0	8	-18.56
hsa-miR-16-5p	SMC4	1.0	27	NEMF	2.0	15	-17.51
hsa-miR-16-5p	SMC4	1.0	27	PSME3	8.0	17	-19.97
hsa-miR-16-5p	SMC4	1.0	27	MSL3	2.0	17	-10.91
hsa-miR-16-5p	SMC4	1.0	27	LARP1	26.0	15	-13.74
hsa-miR-16-5p	SMC4	1.0	27	HSPA5	92.0	1	-19.01
hsa-miR-16-5p	SMC4	1.0	27	PLSCR4	4.0	11	-21.09
hsa-miR-16-5p	SMC4	1.0	27	BTF3	82.0	9	-12.49
hsa-miR-16-5p	SMC4	1.0	27	SNTB2	2.0	6	-20.89
hsa-miR-16-5p	SMC4	1.0	27	ACOX1	9.0	13	-13.48
hsa-miR-16-5p	SMC4	1.0	27	EXT1	2.0	3	-17.2
hsa-miR-16-5p	SMC4	1.0	27	PRDM4	4.0	6	-13.47
hsa-miR-16-5p	SMC4	1.0	27	PRR12	4.0	3	-15.46
hsa-miR-16-5p	SMC4	1.0	27	HARS	6.0	13	-17.28
hsa-miR-16-5p	SMC4	1.0	27	METAP2	10.0	11	-11.98
hsa-miR-16-5p	SMC4	1.0	27	UBFD1	4.0	10	-19.51
hsa-miR-16-5p	SMC4	1.0	27	DSP	26.0	3	-13.16
hsa-miR-16-5p	SMC4	1.0	27	ZNF449	2.0	2	-18.18
hsa-miR-16-5p	SMC4	1.0	27	LAMTOR3	4.0	3	-18.12
hsa-miR-16-5p	SMC4	1.0	27	NARF	4.0	27	-17.95
hsa-miR-16-5p	SMC4	1.0	27	DIXDC1	1.0	9	-19.02
hsa-miR-16-5p	SMC4	1.0	27	MEGF8	3.0	7	-19.06
hsa-miR-16-5p	SMC4	1.0	27	HIGD1A	12.0	5	-15.29
hsa-miR-16-5p	SMC4	1.0	27	IGF1R	6.0	17	-18.7
hsa-miR-16-5p	SMC4	1.0	27	BAZ1B	6.0	3	-22.85
hsa-miR-16-5p	SMC4	1.0	27	PPIF	23.0	5	-14.92
hsa-miR-16-5p	SMC4	1.0	27	ANAPC13	10.0	6	-16.99
hsa-miR-16-5p	SMC4	1.0	27	DHX36	3.0	8	-16.7
hsa-miR-16-5p	SMC4	1.0	27	C10orf54	3.0	3	-17.97
hsa-miR-16-5p	SMC4	1.0	27	MYB	0.0	42	-19.06
hsa-miR-16-5p	SMC4	1.0	27	MED24	7.0	34	-15.35
hsa-miR-16-5p	SMC4	1.0	27	ENTPD7	3.0	2	-19.32
hsa-miR-16-5p	SMC4	1.0	27	CLUH	17.0	14	-20.55
hsa-miR-16-5p	SMC4	1.0	27	CACNA2D1	0.3	12	-16.38
hsa-miR-16-5p	SMC4	1.0	27	ZNF638	5.0	27	-14.77
hsa-miR-16-5p	SMC4	1.0	27	FAM103A1	6.0	1	-12.61
hsa-miR-16-5p	SMC4	1.0	27	RAD51C	0.8	18	-14.17
hsa-miR-16-5p	SMC4	1.0	27	FAM96B	17.0	6	-15.81
hsa-miR-16-5p	SMC4	1.0	27	EZH1	6.0	24	-13.96
hsa-miR-16-5p	SMC4	1.0	27	FBXW7	2.0	13	-20.8
hsa-miR-16-5p	SMC4	1.0	27	FKBP1A	28.0	11	-12.6
hsa-miR-16-5p	SMC4	1.0	27	CNOT7	5.0	13	-13.42
hsa-miR-16-5p	SMC4	1.0	27	RRP9	7.0	1	-16.27
hsa-miR-16-5p	SMC4	1.0	27	IWS1	6.0	11	-16.14
hsa-miR-16-5p	SMC4	1.0	27	SMAD7	3.0	8	-16.67
hsa-miR-16-5p	SMC4	1.0	27	SMURF2	2.0	7	-14.82
hsa-miR-16-5p	SMC4	1.0	27	WBP11	7.0	5	-18.25
hsa-miR-16-5p	SMC4	1.0	27	NUP155	1.0	8	-20.1
hsa-miR-16-5p	SMC4	1.0	27	B4GALT1	12.0	2	-16.61
hsa-miR-16-5p	SMC4	1.0	27	RPS5	190.0	9	-17.07
hsa-miR-16-5p	SMC4	1.0	27	RASSF2	0.9	3	-19.0
hsa-miR-16-5p	SMC4	1.0	27	TMEM189-UBE2V1	0.0	1	-23.87
hsa-miR-16-5p	SMC4	1.0	27	EFNB2	2.0	1	-13.54
hsa-miR-16-5p	SMC4	1.0	27	EIF4E	1.0	11	-14.56
hsa-miR-16-5p	SMC4	1.0	27	SEMA4C	3.0	6	-18.36
hsa-miR-16-5p	SMC4	1.0	27	NEGR1	0.5	6	-13.58
hsa-miR-16-5p	SMC4	1.0	27	MED12	5.0	9	-18.43
hsa-miR-16-5p	SMC4	1.0	27	CYLD	2.0	16	-16.36
hsa-miR-16-5p	SMC4	1.0	27	CLIP2	6.0	9	-16.82
hsa-miR-16-5p	SMC4	1.0	27	PRIM1	1.0	8	-14.83
hsa-miR-16-5p	SMC4	1.0	27	CCDC80	4.0	8	-17.31
hsa-miR-16-5p	SMC4	1.0	27	SLC7A1	9.0	3	-17.62
hsa-miR-16-5p	SMC4	1.0	27	CIB1	80.0	2	-14.84
hsa-miR-16-5p	SMC4	1.0	27	SCAMP3	15.0	9	-15.89
hsa-miR-16-5p	SMC4	1.0	27	GARS	11.0	10	-18.0
hsa-miR-16-5p	SMC4	1.0	27	CLIP4	2.0	12	-11.94
hsa-miR-16-5p	SMC4	1.0	27	RPL14	221.0	9	-15.15
hsa-miR-16-5p	SMC4	1.0	27	KCNS2	0.1	2	-15.31
hsa-miR-16-5p	SMC4	1.0	27	NRXN1	0.1	32	-15.37
hsa-miR-16-5p	SMC4	1.0	27	TIGD3	0.1	1	-18.28
hsa-miR-16-5p	SMC4	1.0	27	ARMCX2	6.0	13	-18.52
hsa-miR-16-5p	SMC4	1.0	27	CHMP4B	32.0	1	-17.29
hsa-miR-16-5p	SMC4	1.0	27	DCTN5	3.0	8	-17.39
hsa-miR-16-5p	SMC4	1.0	27	ALDH3B1	1.0	10	-16.59
hsa-miR-16-5p	SMC4	1.0	27	PHKB	4.0	17	-16.82
hsa-miR-16-5p	SMC4	1.0	27	RPL12	235.0	5	-12.8
hsa-miR-16-5p	SMC4	1.0	27	TSPAN3	10.0	10	-16.72
hsa-miR-16-5p	SMC4	1.0	27	ZNF622	23.0	1	-15.32
hsa-miR-16-5p	SMC4	1.0	27	PDCD6IP	8.0	17	-13.74
hsa-miR-16-5p	SMC4	1.0	27	PAQR3	0.4	12	-14.1
hsa-miR-16-5p	SMC4	1.0	27	CHERP	5.0	7	-15.99
hsa-miR-16-5p	SMC4	1.0	27	CAPZA2	4.0	14	-17.74
hsa-miR-16-5p	SMC4	1.0	27	RUNDC3B	0.1	9	-13.17
hsa-miR-16-5p	SMC4	1.0	27	PPAN	2.0	8	-14.7
hsa-miR-16-5p	SMC4	1.0	27	PHF19	0.9	14	-17.38
hsa-miR-16-5p	SMC4	1.0	27	RHOF	0.2	7	-17.63
hsa-miR-16-5p	SMC4	1.0	27	TMED1	5.0	7	-19.44
hsa-miR-16-5p	SMC4	1.0	27	IFRD1	19.0	17	-11.93
hsa-miR-16-5p	SMC4	1.0	27	SYT11	0.9	1	-12.12
hsa-miR-16-5p	SMC4	1.0	27	SRP72	15.0	5	-19.94
hsa-miR-16-5p	SMC4	1.0	27	HSPA9	26.0	13	-19.62
hsa-miR-16-5p	SMC4	1.0	27	RAB9B	0.5	1	-18.87
hsa-miR-16-5p	SMC4	1.0	27	YAP1	5.0	11	-12.95
hsa-miR-16-5p	SMC4	1.0	27	CDADC1	1.0	6	-13.19
hsa-miR-16-5p	SMC4	1.0	27	TELO2	7.0	8	-16.72
hsa-miR-16-5p	SMC4	1.0	27	EEF1G	0.3	4	-16.07
hsa-miR-16-5p	SMC4	1.0	27	CYB5R1	8.0	7	-18.09
hsa-miR-16-5p	SMC4	1.0	27	HMOX1	2.0	4	-14.16
hsa-miR-16-5p	SMC4	1.0	27	USP9X	5.0	8	-18.3
hsa-miR-16-5p	SMC4	1.0	27	DNTTIP2	3.0	7	-14.32
hsa-miR-16-5p	SMC4	1.0	27	NUFIP2	5.0	2	-17.53
hsa-miR-16-5p	SMC4	1.0	27	TEP1	3.0	11	-20.74
hsa-miR-16-5p	SMC4	1.0	27	C1orf56	2.0	3	-16.44
hsa-miR-16-5p	SMC4	1.0	27	MAP3K7	3.0	6	-16.11
hsa-miR-16-5p	SMC4	1.0	27	PDIA6	29.0	8	-14.9
hsa-miR-16-5p	SMC4	1.0	27	FCF1	3.0	8	-14.17
hsa-miR-16-5p	SMC4	1.0	27	UTP3	6.0	1	-14.41
hsa-miR-16-5p	SMC4	1.0	27	ORC4	3.0	16	-20.67
hsa-miR-16-5p	SMC4	1.0	27	DIABLO	0.7	15	-14.06
hsa-miR-16-5p	SMC4	1.0	27	AADAT	2.0	8	-14.38
hsa-miR-16-5p	SMC4	1.0	27	EIF5B	14.0	5	-22.82
hsa-miR-16-5p	SMC4	1.0	27	RPL5	276.0	5	-15.03
hsa-miR-16-5p	SMC4	1.0	27	MRPS14	7.0	3	-12.75
hsa-miR-16-5p	SMC4	1.0	27	RPSA	227.0	9	-15.19
hsa-miR-16-5p	SMC4	1.0	27	RALGAPB	3.0	9	-19.16
hsa-miR-16-5p	SMC4	1.0	27	DDX41	8.0	19	-16.11
hsa-miR-16-5p	SMC4	1.0	27	SLFN13	0.5	11	-13.72
hsa-miR-16-5p	SMC4	1.0	27	MAP4	10.0	16	-14.34
hsa-miR-16-5p	SMC4	1.0	27	SMPD4	6.0	20	-16.23
hsa-miR-16-5p	SMC4	1.0	27	SMAD3	5.0	15	-14.15
hsa-miR-16-5p	SMC4	1.0	27	PDIK1L	2.0	4	-14.33
hsa-miR-16-5p	SMC4	1.0	27	MALSU1	2.0	5	-17.08
hsa-miR-16-5p	SMC4	1.0	27	TMEM168	2.0	7	-12.68
hsa-miR-16-5p	SMC4	1.0	27	PTGS2	0.1	5	-15.31
hsa-miR-16-5p	SMC4	1.0	27	HTT	7.0	13	-19.13
hsa-miR-16-5p	SMC4	1.0	27	DUSP14	2.0	3	-10.94
hsa-miR-16-5p	SMC4	1.0	27	CLSPN	0.1	6	-12.95
hsa-miR-16-5p	SMC4	1.0	27	ZFPL1	2.0	14	-14.81
hsa-miR-16-5p	SMC4	1.0	27	CYP27B1	2.0	7	-14.81
hsa-miR-16-5p	SMC4	1.0	27	CDIPT	19.0	10	-13.54
hsa-miR-16-5p	SMC4	1.0	27	SAV1	8.0	6	-13.95
hsa-miR-16-5p	SMC4	1.0	27	PNRC2	15.0	4	-12.27
hsa-miR-16-5p	SMC4	1.0	27	SMARCA4	5.0	19	-24.11
hsa-miR-16-5p	SMC4	1.0	27	GABARAP	19.0	6	-11.76
hsa-miR-16-5p	SMC4	1.0	27	ZNF267	0.6	6	-18.75
hsa-miR-16-5p	SMC4	1.0	27	CABIN1	6.0	5	-20.12
hsa-miR-16-5p	SMC4	1.0	27	H3F3B	45.0	13	-14.44
hsa-miR-16-5p	SMC4	1.0	27	DDX52	2.0	8	-15.62
hsa-miR-16-5p	SMC4	1.0	27	RARB	0.4	8	-15.38
hsa-miR-16-5p	SMC4	1.0	27	RBBP6	5.0	13	-13.12
hsa-miR-16-5p	SMC4	1.0	27	NOTCH2	4.0	8	-17.82
hsa-miR-16-5p	SMC4	1.0	27	NDUFAF4	3.0	3	-11.75
hsa-miR-16-5p	SMC4	1.0	27	USP15	2.0	19	-15.45
hsa-miR-16-5p	SMC4	1.0	27	BTG2	160.0	2	-18.22
hsa-miR-16-5p	SMC4	1.0	27	PTPN3	5.0	6	-18.78
hsa-miR-16-5p	SMC4	1.0	27	TRAP1	10.0	17	-18.68
hsa-miR-16-5p	SMC4	1.0	27	HMGA1	10.0	6	-18.48
hsa-miR-16-5p	SMC4	1.0	27	AVL9	2.0	8	-12.03
hsa-miR-16-5p	SMC4	1.0	27	DNAJA1	19.0	3	-12.27
hsa-miR-16-5p	SMC4	1.0	27	RASEF	9.0	2	-15.35
hsa-miR-16-5p	SMC4	1.0	27	C11orf24	6.0	9	-12.17
hsa-miR-16-5p	SMC4	1.0	27	LRRFIP2	3.0	20	-13.77
hsa-miR-16-5p	SMC4	1.0	27	KLHL40	0.0	1	-15.32
hsa-miR-16-5p	SMC4	1.0	27	STIP1	10.0	12	-13.71
hsa-miR-16-5p	SMC4	1.0	27	SLC30A1	3.0	1	-11.9
hsa-miR-16-5p	SMC4	1.0	27	PPIL1	6.0	2	-11.85
hsa-miR-16-5p	SMC4	1.0	27	ZNF367	0.3	1	-15.3
hsa-miR-16-5p	SMC4	1.0	27	SF3A3	7.0	8	-12.96
hsa-miR-16-5p	SMC4	1.0	27	RPRD1B	4.0	9	-17.02
hsa-miR-16-5p	SMC4	1.0	27	KIF2C	0.2	8	-16.82
hsa-miR-16-5p	SMC4	1.0	27	XPO6	7.0	23	-22.32
hsa-miR-16-5p	SMC4	1.0	27	MORF4L1	14.0	23	-15.07
hsa-miR-16-5p	SMC4	1.0	27	RPS27	558.0	4	-12.75
hsa-miR-16-5p	SMC4	1.0	27	MARS	10.0	35	-17.94
hsa-miR-16-5p	SMC4	1.0	27	RAB21	2.0	4	-17.8
hsa-miR-16-5p	SMC4	1.0	27	PTPRJ	2.0	8	-16.18
hsa-miR-16-5p	SMC4	1.0	27	RBM15B	6.0	1	-15.88
hsa-miR-16-5p	SMC4	1.0	27	VMA21	3.0	3	-17.12
hsa-miR-16-5p	SMC4	1.0	27	IPO7	9.0	8	-15.07
hsa-miR-16-5p	SMC4	1.0	27	SLC25A29	4.0	20	-13.55
hsa-miR-16-5p	SMC4	1.0	27	SLC29A1	23.0	10	-17.61
hsa-miR-16-5p	SMC4	1.0	27	FBXO41	2.0	5	-17.45
hsa-miR-16-5p	SMC4	1.0	27	GTPBP1	5.0	13	-18.65
hsa-miR-16-5p	SMC4	1.0	27	CCNE1	0.4	7	-17.03
hsa-miR-16-5p	SMC4	1.0	27	ORAI2	1.0	10	-19.9
hsa-miR-16-5p	SMC4	1.0	27	TM9SF2	33.0	3	-19.37
hsa-miR-16-5p	SMC4	1.0	27	SLC9A6	1.0	6	-18.19
hsa-miR-16-5p	SMC4	1.0	27	FLNA	21.0	19	-14.8
hsa-miR-16-5p	SMC4	1.0	27	PHLPP2	0.6	7	-13.58
hsa-miR-16-5p	SMC4	1.0	27	FAM129B	51.0	7	-13.67
hsa-miR-16-5p	SMC4	1.0	27	SIPA1L2	1.0	6	-13.87
hsa-miR-16-5p	SMC4	1.0	27	ARL2BP	1.0	4	-14.39
hsa-miR-16-5p	SMC4	1.0	27	GPAM	1.0	4	-18.03
hsa-miR-16-5p	SMC4	1.0	27	TUBA1C	3.0	9	-10.78
hsa-miR-16-5p	SMC4	1.0	27	NNT	4.0	10	-21.75
hsa-miR-16-5p	SMC4	1.0	27	CSDE1	45.0	18	-18.33
hsa-miR-16-5p	SMC4	1.0	27	DCUN1D5	5.0	11	-14.1
hsa-miR-16-5p	SMC4	1.0	27	L1CAM	0.4	17	-16.59
hsa-miR-16-5p	SMC4	1.0	27	TMBIM6	57.0	28	-12.9
hsa-miR-16-5p	SMC4	1.0	27	SLC7A5	1.0	3	-24.96
hsa-miR-16-5p	SMC4	1.0	27	RAF1	11.0	12	-13.88
hsa-miR-16-5p	SMC4	1.0	27	SLC1A5	7.0	6	-22.8
hsa-miR-16-5p	SMC4	1.0	27	PPP2R5C	3.0	33	-15.43
hsa-miR-16-5p	SMC4	1.0	27	L2HGDH	1.0	7	-13.67
hsa-miR-16-5p	SMC4	1.0	27	SLC38A2	20.0	14	-13.3
hsa-miR-16-5p	SMC4	1.0	27	RFT1	4.0	4	-19.38
hsa-miR-16-5p	SMC4	1.0	27	SLC11A2	6.0	26	-16.96
hsa-miR-16-5p	SMC4	1.0	27	RRP12	5.0	15	-16.62
hsa-miR-16-5p	SMC4	1.0	27	NACA	38.0	21	-18.63
hsa-miR-16-5p	SMC4	1.0	27	AUP1	53.0	8	-19.11
hsa-miR-16-5p	SMC4	1.0	27	KDM2A	6.0	15	-14.61
hsa-miR-16-5p	SMC4	1.0	27	CDK9	18.0	5	-14.26
hsa-miR-16-5p	SMC4	1.0	27	MYC	21.0	7	-13.15
hsa-miR-16-5p	SMC4	1.0	27	FAM122C	0.3	11	-17.02
hsa-miR-16-5p	SMC4	1.0	27	GOLT1B	8.0	10	-13.48
hsa-miR-16-5p	SMC4	1.0	27	VKORC1	9.0	8	-17.04
hsa-miR-16-5p	SMC4	1.0	27	ATP13A3	3.0	11	-16.8
hsa-miR-16-5p	SMC4	1.0	27	SKI	5.0	4	-18.1
hsa-miR-16-5p	SMC4	1.0	27	MOB4	2.0	8	-13.03
hsa-miR-16-5p	SMC4	1.0	27	ASNS	8.0	17	-21.36
hsa-miR-16-5p	SMC4	1.0	27	EPM2AIP1	4.0	3	-16.14
hsa-miR-16-5p	SMC4	1.0	27	CDKN1A	31.0	8	-14.36
hsa-miR-16-5p	SMC4	1.0	27	PLAUR	0.6	16	-16.29
hsa-miR-16-5p	SMC4	1.0	27	PWWP2A	2.0	6	-13.49
hsa-miR-16-5p	SMC4	1.0	27	FAM150B	13.0	8	-14.31
hsa-miR-16-5p	SMC4	1.0	27	OCRL	5.0	4	-12.46
hsa-miR-16-5p	SMC4	1.0	27	RNF144B	1.0	2	-13.32
hsa-miR-16-5p	SMC4	1.0	27	PTPDC1	1.0	4	-15.6
hsa-miR-16-5p	SMC4	1.0	27	ABCB7	4.0	10	-14.3
hsa-miR-16-5p	SMC4	1.0	27	AGK	3.0	11	-18.88
hsa-miR-16-5p	SMC4	1.0	27	EIF3F	17.0	8	-12.74
hsa-miR-16-5p	SMC4	1.0	27	CCDC59	3.0	7	-25.29
hsa-miR-16-5p	SMC4	1.0	27	MINK1	12.0	13	-18.65
hsa-miR-16-5p	SMC4	1.0	27	ARL10	0.7	4	-17.95
hsa-miR-16-5p	SMC4	1.0	27	FGF2	0.3	3	-14.71
hsa-miR-16-5p	SMC4	1.0	27	NCAPD2	3.0	13	-17.01
hsa-miR-16-5p	SMC4	1.0	27	CUL2	3.0	10	-13.46
hsa-miR-16-5p	SMC4	1.0	27	ZYX	22.0	10	-21.87
hsa-miR-16-5p	SMC4	1.0	27	RP1L1	0.1	2	-14.99
hsa-miR-16-5p	SMC4	1.0	27	NHLRC3	4.0	6	-11.82
hsa-miR-16-5p	SMC4	1.0	27	TRUB2	6.0	3	-12.23
hsa-miR-16-5p	SMC4	1.0	27	CNN3	22.0	7	-18.18
hsa-miR-16-5p	SMC4	1.0	27	PLAG1	0.3	5	-15.33
hsa-miR-16-5p	SMC4	1.0	27	EIF3M	12.0	13	-15.74
hsa-miR-16-5p	SMC4	1.0	27	TMEM100	0.5	6	-14.62
hsa-miR-16-5p	SMC4	1.0	27	IMPDH2	80.0	12	-17.08
hsa-miR-16-5p	SMC4	1.0	27	SRPK1	6.0	14	-16.76
hsa-miR-16-5p	SMC4	1.0	27	RAB3IP	2.0	18	-19.08
hsa-miR-16-5p	SMC4	1.0	27	CMPK1	21.0	5	-12.65
hsa-miR-16-5p	SMC4	1.0	27	INF2	5.0	9	-17.88
hsa-miR-16-5p	SMC4	1.0	27	UBE4A	6.0	3	-17.04
hsa-miR-16-5p	SMC4	1.0	27	NUP50	4.0	19	-20.97
hsa-miR-16-5p	SMC4	1.0	27	LAMTOR2	14.0	6	-15.68
hsa-miR-16-5p	SMC4	1.0	27	ELAC2	7.0	21	-17.2
hsa-miR-16-5p	SMC4	1.0	27	LURAP1L	4.0	2	-11.76
hsa-miR-16-5p	SMC4	1.0	27	NAV2	3.0	16	-12.89
hsa-miR-16-5p	SMC4	1.0	27	AKAP11	3.0	1	-21.05
hsa-miR-16-5p	SMC4	1.0	27	RMDN1	4.0	19	-13.02
hsa-miR-16-5p	SMC4	1.0	27	DDX54	11.0	10	-21.24
hsa-miR-16-5p	SMC4	1.0	27	EIF2B5	8.0	17	-16.24
hsa-miR-16-5p	SMC4	1.0	27	RABGGTB	11.0	14	-16.29
hsa-miR-16-5p	SMC4	1.0	27	USMG5	27.0	5	-15.03
hsa-miR-16-5p	SMC4	1.0	27	SART1	9.0	8	-14.95
hsa-miR-16-5p	SMC4	1.0	27	POLR2A	16.0	10	-15.92
hsa-miR-16-5p	SMC4	1.0	27	ADRA2B	0.3	1	-17.03
hsa-miR-16-5p	SMC4	1.0	27	CADM1	1.0	25	-18.01
hsa-miR-16-5p	SMC4	1.0	27	SLC9A1	3.0	6	-16.45
hsa-miR-16-5p	SMC4	1.0	27	LSM11	1.0	1	-16.14
hsa-miR-16-5p	SMC4	1.0	27	ITPR1	0.8	19	-22.47
hsa-miR-16-5p	SMC4	1.0	27	ATP6V1B2	6.0	6	-18.49
hsa-miR-16-5p	SMC4	1.0	27	HNRNPF	25.0	7	-15.18
hsa-miR-16-5p	SMC4	1.0	27	CDKN2A	0.1	15	-14.41
hsa-miR-16-5p	SMC4	1.0	27	YARS2	3.0	3	-15.29
hsa-miR-16-5p	SMC4	1.0	27	NOP14	12.0	5	-12.53
hsa-miR-16-5p	SMC4	1.0	27	CA12	13.0	6	-16.39
hsa-miR-16-5p	SMC4	1.0	27	FLCN	3.0	10	-15.99
hsa-miR-16-5p	SMC4	1.0	27	PDXK	8.0	19	-13.22
hsa-miR-16-5p	SMC4	1.0	27	MOB3C	8.0	4	-12.15
hsa-miR-16-5p	SMC4	1.0	27	MACF1	3.0	34	-20.39
hsa-miR-16-5p	SMC4	1.0	27	MKI67	0.1	6	-17.54
hsa-miR-16-5p	SMC4	1.0	27	CDC27	3.0	19	-17.59
hsa-miR-16-5p	SMC4	1.0	27	RANGAP1	16.0	7	-15.92
hsa-miR-16-5p	SMC4	1.0	27	HSPD1	50.0	14	-16.12
hsa-miR-16-5p	SMC4	1.0	27	AGO4	4.0	3	-17.19
hsa-miR-16-5p	SMC4	1.0	27	PABPC4	66.0	25	-17.75
hsa-miR-16-5p	SMC4	1.0	27	BZW1	11.0	13	-13.5
hsa-miR-16-5p	SMC4	1.0	27	TRMT1	10.0	23	-20.08
hsa-miR-16-5p	SMC4	1.0	27	MTHFD1L	2.0	12	-18.18
hsa-miR-16-5p	SMC4	1.0	27	CUL3	3.0	16	-12.95
hsa-miR-16-5p	SMC4	1.0	27	TMEM161B	1.0	15	-15.43
hsa-miR-16-5p	SMC4	1.0	27	GCC1	2.0	3	-15.71
hsa-miR-16-5p	SMC4	1.0	27	UBXN2B	3.0	5	-14.22
hsa-miR-16-5p	SMC4	1.0	27	PDPR	4.0	11	-15.13
hsa-miR-16-5p	SMC4	1.0	27	ELOVL1	16.0	16	-14.66
hsa-miR-16-5p	SMC4	1.0	27	KIF5A	0.3	3	-15.94
hsa-miR-16-5p	SMC4	1.0	27	TMEM43	12.0	2	-19.55
hsa-miR-16-5p	SMC4	1.0	27	DNAJC9	2.0	4	-13.75
hsa-miR-16-5p	SMC4	1.0	27	DKC1	9.0	13	-13.0
hsa-miR-16-5p	SMC4	1.0	27	VAV2	15.0	5	-17.84
hsa-miR-16-5p	SMC4	1.0	27	TXN2	17.0	5	-16.75
hsa-miR-16-5p	SMC4	1.0	27	SNX11	3.0	13	-14.85
hsa-miR-16-5p	SMC4	1.0	27	HM13	18.0	25	-12.25
hsa-miR-16-5p	SMC4	1.0	27	MMP25	0.6	4	-14.52
hsa-miR-16-5p	SMC4	1.0	27	PACSIN3	9.0	11	-13.08
hsa-miR-16-5p	SMC4	1.0	27	RPL3	444.0	18	-12.23
hsa-miR-16-5p	SMC4	1.0	27	PSMD11	5.0	11	-13.63
hsa-miR-16-5p	SMC4	1.0	27	BCAS2	9.0	2	-12.02
hsa-miR-16-5p	SMC4	1.0	27	BMI1	5.0	10	-15.04
hsa-miR-16-5p	SMC4	1.0	27	TPBG	2.0	3	-12.85
hsa-miR-16-5p	SMC4	1.0	27	KIF2A	2.0	10	-15.81
hsa-miR-16-5p	SMC4	1.0	27	AMOTL1	4.0	5	-16.41
hsa-miR-16-5p	SMC4	1.0	27	RAB23	0.3	2	-14.17
hsa-miR-16-5p	SMC4	1.0	27	TOB2	9.0	2	-17.23
hsa-miR-16-5p	SMC4	1.0	27	FAM89A	2.0	3	-15.24
hsa-miR-16-5p	SMC4	1.0	27	VIM	45.0	10	-15.36
hsa-miR-16-5p	SMC4	1.0	27	HIST1H1C	20.0	1	-21.13
hsa-miR-16-5p	SMC4	1.0	27	SSRP1	15.0	4	-14.71
