Gene ID	Gene Name	HUP-T4	KLM-1	MIA Paca-2	PK-45H	PK-45P	PK-59	PK-8	TCC-PAN2	YAPC
ENSG00000215440	NPEPL1	1	2	3	0.6	3	3	3	3	3
ENSG00000215441	CTAGE12P								0.1	
ENSG00000215447	BX322557.10	2	3	7	5	4	3	2	3	4
ENSG00000215448	SRMP1						0.2			
ENSG00000215452	ZNF663P							1		0.1
ENSG00000215458	AATBC	0.3	0.1	0.1	0.2	0.2	0.1	1	0.1	0.4
ENSG00000215472	RPL17-C18orf32			0.1						
ENSG00000215475	SIAH3			0.1						
ENSG00000215478	CES5AP1			2						
ENSG00000215481	BCRP3	0.3	0.2	0.1	0.2	0.2	0.2	0.3	0.3	0.6
ENSG00000215482	CALM2P3									0.1
ENSG00000215483	LINC00598	0.1			0.1		0.2	0.1	0.1	
ENSG00000215492	HNRNPA1P7		0.1	0.1			0.1	0.1	0.1	0.1
ENSG00000215493	XXbac-B562F10.11	0.1	0.3	0.5	0.3	0.3	0.1	0.2	0.1	0.1
ENSG00000215512	AP005901.1	0.2			0.4	0.1	0.1	0.6	0.1	0.3
ENSG00000215515	IFIT1P1	0.1	0.1					0.2		
ENSG00000215529	EFCAB8		0.1				0.2			0.1
ENSG00000215533	LINC00189			1			0.1		0.1	
ENSG00000215548	FRG1JP	0.5	2	0.4	0.5	2	0.1	0.2	2	1
ENSG00000215553	KRT18P3									2
ENSG00000215595	C20orf202		0.1							0.1
ENSG00000215630	GUSBP9	0.2	0.9	0.4	0.9	0.3	0.7	1	0.7	0.6
ENSG00000215644	GCGR					0.2			0.1	
ENSG00000215692	AC114730.8	0.1	0.2		0.3	0.4		0.3	0.4	0.3
ENSG00000215704	CELA2B						0.1			
ENSG00000215712	TMEM242	2	3	5	3	2	3	3	2	2
ENSG00000215717	TMEM167B	6	8	5	4	4	6	5	5	5
ENSG00000215720	RP1-21O18.3	0.1								
ENSG00000215734	MRPL20P1									0.2
ENSG00000215769	RP13-104F24.2	4	0.9	0.7	0.9	1	1	0.5	5	1
ENSG00000215771	LRRC37A14P				0.1					
ENSG00000215784	FAM72D	2	1	1	1	2	1	1	0.6	0.8
ENSG00000215785	CFL1P6				0.1	0.1				
ENSG00000215788	TNFRSF25	2	4	2	3	0.4	2	3	6	2
ENSG00000215790	SLC35E2	1	0.8	1	1	0.2	1	0.8	0.3	0.6
ENSG00000215795	RP11-488L18.3	0.1			0.1			0.1	0.1	0.2
ENSG00000215796	RP11-551G24.2	0.1			0.1					
ENSG00000215811	BTNL10	0.1	0.1	0.1		0.1	0.2	0.1		0.2
ENSG00000215817	ZC3H11B	0.1	0.1	0.4	0.1	0.1	0.1	0.1		
ENSG00000215834	FMO9P		0.6					0.2		
ENSG00000215835	RP11-9L18.2			0.1	0.1					
ENSG00000215838	RP11-466F5.6		0.1	0.1	0.1					
ENSG00000215840	RP11-122G18.7					0.1				
ENSG00000215841	RP11-800A3.2	0.6	2		0.7	0.5	0.9	0.6	2	0.3
ENSG00000215845	TSTD1	12	21	0.1	0.2	2	1	13	7	29
ENSG00000215853	RPTN						0.1	0.1		
ENSG00000215859	RP6-74O6.2	0.1	0.1	0.1					0.1	
ENSG00000215861	WI2-1896O14.1	0.1	0.1		0.6	0.7		0.1	0.3	0.3
ENSG00000215864	NBPF7								0.4	
ENSG00000215866	LINC01356	0.2	1	0.3	0.4		0.5	0.3	0.1	0.3
ENSG00000215869	RP11-364B6.2		0.1					0.1		
ENSG00000215875	ST13P20		0.2				0.9			
ENSG00000215883	CYB5RL	0.9	1	0.7	0.9	0.3	0.8	0.4	0.6	0.7
ENSG00000215906	LACTBL1						0.1			
ENSG00000215908	CROCCP2	3	2	5	5	2	3	3	3	3
ENSG00000215912	TTC34		0.2	0.1	0.2	0.1		0.1		2
ENSG00000215915	ATAD3C	0.2	0.3	0.1	0.3	0.2	0.7	0.2	0.9	1
ENSG00000215925	AL157788.1					0.1				
ENSG00000215930	MIR942	0.1	0.3				0.2	0.4	0.2	
ENSG00000215934	AC008166.1						0.3			
ENSG00000215946	MIR941-1						0.6	0.3	0.2	
ENSG00000215972	AL360176.1			0.9			0.2	0.2	0.2	
ENSG00000215973	MIR933		0.3			0.2			0.2	0.6
ENSG00000215983	AC024651.1	0.3								
ENSG00000215996	AC017084.1		0.4			0.1	0.6	1		0.5
ENSG00000216009	MIR874								0.1	
ENSG00000216022	AC068062.1								0.1	
ENSG00000216035	MIR938			0.5						
ENSG00000216047	AL135784.1		0.1							
ENSG00000216060	MIR934							0.2		
ENSG00000216067	AC104457.1				0.3					
ENSG00000216073	AP000870.1	0.3						0.2		
ENSG00000216083	MIR936		0.3			0.1		0.2	0.5	
ENSG00000216090	MIR937	0.1								0.3
ENSG00000216101	MIR877		0.1							
ENSG00000216109	AL713999.1	1	1	1	1	0.8	0.5	0.4	0.6	
ENSG00000216136	AC092896.1	0.1								
ENSG00000216168	AC100832.1						0.2			
ENSG00000216182	AL137024.1					0.2				
ENSG00000216184	AC048346.1	0.2								
ENSG00000216192	MIR920									0.3
ENSG00000216195	MIR941-4				0.4			0.3		
ENSG00000216285	RP11-490H24.5	0.1	0.1		0.2	0.1		0.1	0.1	0.1
ENSG00000216316	RP3-354N19.3				0.1	0.1				
ENSG00000216324	RP3-382I10.2		0.1							
ENSG00000216331	HIST1H1PS1	2	2	1	1	2	1	0.3	0.9	1
ENSG00000216359	RP11-360O19.1		0.1	0.1					0.1	
ENSG00000216360	RP1-182O16.2	0.1				0.1				
ENSG00000216471	RPSAP43	0.1			0.1					
ENSG00000216475	RP1-91J24.1				0.1					
ENSG00000216490	IFI30	0.1	0.2	0.1	0.2		0.1	0.1	0.1	0.1
ENSG00000216516	RP11-317M22.1		0.1							
ENSG00000216588	IGSF23		0.1		0.3	0.1		0.1	0.1	
ENSG00000216621	RP11-244K5.6				0.1	0.1				
ENSG00000216624	GAPDHP72				0.1					
ENSG00000216639	RP3-355L5.3	0.1			0.1	0.1		0.1		
ENSG00000216642	RP1-95L4.3	0.1								
ENSG00000216657	GLRX3P2				0.1					
ENSG00000216708	CIR1P3									0.1
ENSG00000216723	NUDT19P3				0.1		0.1			
ENSG00000216775	RP1-152L7.5	1	0.7	2	6	2	1	0.8	0.7	2
ENSG00000216809	RP11-57K17.1				0.1	0.1				
ENSG00000216813	RP11-812I20.2			0.1						
ENSG00000216819	TUBB2BP1			0.2	0.1		0.1			
ENSG00000216824	ZNF736P10Y		0.1							
ENSG00000216829	RP11-175I6.1					0.1				
ENSG00000216835	RBMXP1		0.1							
ENSG00000216854	RPL17P26			0.1						
ENSG00000216866	RPS2P55			0.1		0.2		0.1	0.1	0.1
ENSG00000216867	AC114776.1	0.1	0.2	1	0.2	0.5	0.5	0.2	0.2	0.1
ENSG00000216895	AC009403.2	1	2	3	2	2	2	3	3	2
ENSG00000216901	AL022393.7				0.2		0.1		0.1	
ENSG00000216906	RP11-350J20.9	0.2	0.1	0.1	1	0.7	0.2	0.5	0.3	0.2
ENSG00000216915	RP1-97D16.1	0.1				0.2		0.1	0.2	
ENSG00000216921	AC131097.4			0.1		0.1				
ENSG00000216937	CCDC7	0.1	0.2	0.7	0.6	0.4	0.1	0.1	0.2	0.2
ENSG00000216966	RP11-568A7.1									1
ENSG00000216977	RPL21P65				0.1					
ENSG00000216990	HSPD1P10		0.1	0.1						
ENSG00000217004	RP3-329A5.1							0.1		
ENSG00000217027	TPT1P4				0.3	0.1				
ENSG00000217030	RP11-428J1.2						0.1			
ENSG00000217041	RP11-346C16.1	0.1		0.1						
ENSG00000217060	RP11-30P6.1	0.1		0.1	0.1			0.2	0.1	0.1
ENSG00000217078	RP1-13D10.3			0.1			0.1	0.1	0.1	
ENSG00000217094	PPIAP31	27	42	85	32	56	48	61	41	58
ENSG00000217120	RP1-76C18.1	0.1	0.1	0.2	0.1	0.1	0.1	0.3	0.2	0.1
ENSG00000217128	FNIP1	4	5	9	8	4	3	4	4	4
ENSG00000217130	RP3-375P9.2		0.1					0.1	0.1	
ENSG00000217159	LARP1P1		0.2			0.4		0.1	0.1	
ENSG00000217165	ANKRD18EP	1	1	1	1	2	2	2	2	14
ENSG00000217181	RP11-360O19.5			0.1						
ENSG00000217228	GSTA12P									0.1
ENSG00000217239	RP1-182O16.1			0.1						
ENSG00000217241	CBX3P9	0.1	0.2	1	0.1	0.5	0.5	0.4	0.2	0.4
ENSG00000217258	AC007249.3	0.1	0.1	0.2	1	0.3	0.6		0.7	0.2
ENSG00000217275	RP1-34B20.4	0.4	0.4	0.2	0.3	0.7	0.4	0.3	0.2	0.1
ENSG00000217325	PRELID1P1		0.1	0.1				0.1	0.1	0.1
ENSG00000217416	ISCA1P1	2	2	3	0.7	3	2	0.9	2	2
ENSG00000217442	SYCE3	0.1	0.9	0.4	0.1		0.2	0.1		0.3
ENSG00000217447	RP3-366N23.4			0.1			0.1	0.1		0.7
ENSG00000217539	IQCB2P			0.1			0.1			
ENSG00000217555	CKLF	10	10	8	13	28	14	17	18	11
ENSG00000217624	RP11-204C16.4	0.4	0.9	2	1	3	1	0.3	0.5	0.5
ENSG00000217631	RP1-142O9.2							0.1		
ENSG00000217643	PTGES3P2								0.1	
ENSG00000217644	RP4-803A2.1		0.1							
ENSG00000217646	HIST1H2BPS2		2							0.1
ENSG00000217648	RP1-95L4.4	0.9	0.7	0.5	0.5	1	2	0.8	0.1	1
ENSG00000217653	RP11-63K6.1			0.1						
ENSG00000217684	RPS3AP24							0.1		
ENSG00000217702	RP11-287D1.4	0.1	0.1			0.1		0.2	0.2	0.1
ENSG00000217716	RPS10P3	0.1		0.1			0.1	0.1	0.1	
ENSG00000217733	CCT7P1				0.1	0.1				
ENSG00000217767	RP11-160A9.2	0.1			0.1		0.1			
ENSG00000217783	LDHAL6FP			0.1						
ENSG00000217801	RP11-465B22.3	3	2	0.9	11	7	2	1	1	9
ENSG00000217824	SNRPEP6			0.2						
ENSG00000217825	AC099552.4				0.3		0.3			
ENSG00000217862	HIST1H4PS1		0.2	0.2	0.5	1	0.2	0.1	0.2	0.1
ENSG00000217889	KRT18P48								0.1	
ENSG00000217897	HSPE1P8		0.1			0.1				
ENSG00000217929	CICP18					0.1				
ENSG00000217930	PAM16	3	3	2	3	5	3	7	10	2
ENSG00000217950	AC073869.20	0.4	0.3	0.4	0.5	0.2	0.5	0.2	0.3	0.5
ENSG00000218014	KRT19P1	0.1	0.1			0.1		0.1	0.1	0.1
ENSG00000218018	RP4-800J21.3	0.1	0.1		0.2			0.2		0.1
ENSG00000218027	RP11-157J24.1		0.1			0.1			0.1	
ENSG00000218069	RSL24D1P1								0.1	
ENSG00000218073	RP1-13D10.2			0.1	0.2	0.1	0.1	0.3	0.3	
ENSG00000218153	KRT18P22				0.1					
ENSG00000218175	AC016739.2		0.2	2	0.1	0.1	0.2	0.6		0.2
ENSG00000218186	KRT8P43				0.1					
ENSG00000218198	RPS20P32			0.1						
ENSG00000218208	RP11-367G18.2				0.1					0.1
ENSG00000218226	TATDN2P2	4	0.6	2	4	2	1	5	2	1
ENSG00000218227	RP11-889L3.1	9	9	7	4	3	5	0.6	4	4
ENSG00000218233	NEPNP						0.1			
ENSG00000218265	RPS4XP7					0.1				
ENSG00000218281	HIST1H2APS3	0.2	0.3						0.2	
ENSG00000218283	MORF4L1P1	16	15	11	11	11	12	10	12	16
ENSG00000218305	CDC14C	0.1	0.1		0.1	0.1	0.1			
ENSG00000218336	TENM3	0.2	1	0.1	1	0.1	1		0.1	0.2
ENSG00000218350	LYPLA1P3	1	2	0.9	1	0.8	1	0.6	1	1
ENSG00000218358	RAET1K	0.3	0.8	0.8	1	0.7	0.9	1	0.2	0.5
ENSG00000218359	SUMO2P13		0.1					0.1		
ENSG00000218416	PP14571	0.2	2		0.2	0.1	0.4	0.2	0.1	0.5
ENSG00000218418	RP11-296E7.1	0.2	0.1	0.2	0.3	0.3	0.1	0.1	0.1	
ENSG00000218426	RP11-475C16.1	0.3	0.3	3	0.2	0.1	0.2	1	0.4	0.2
ENSG00000218428	NIP7P3				0.1			0.1		
ENSG00000218459	RPS27P15			0.2						0.1
ENSG00000218502	H2AFZP3							0.1		
ENSG00000218510	LINC00339	2	5	6	6	3	6	4	2	3
ENSG00000218537	MIF-AS1	0.4	1	0.7	0.6	1	0.2	0.9	0.1	0.8
ENSG00000218586	RP4-791C19.1			0.1						
ENSG00000218596	RP11-2J18.1									0.1
ENSG00000218631	RP3-395C13.1	0.1		0.1	0.2	0.1		0.1		0.2
ENSG00000218632	RPL7P28		0.1							
ENSG00000218676	BRD7P4			0.1						
ENSG00000218682	AC010150.1			0.1	0.1				0.1	
ENSG00000218690	HIST1H2APS4		0.1	0.1	0.3	1		0.2	0.3	0.4
ENSG00000218739	CEBPZOS	7	9	14	8	5	6	7	10	7
ENSG00000218793	RP3-382I10.3		0.1							
ENSG00000218890	NUFIP1P		0.1	0.1	0.1	0.1	0.1	0.2	0.1	
ENSG00000218891	ZNF579	7	5	6	7	5	10	8	12	6
ENSG00000218896	TUBB8P2	0.1	0.2	0.2				0.1		
ENSG00000218902	PTMAP3	0.1	0.2		0.1		0.1	0.4		
ENSG00000218976	RP11-528A10.1		0.1							
ENSG00000218980	FTH1P15	0.1	0.1	0.1	0.1		0.1	0.1	0.2	0.1
ENSG00000218986	RP1-137F1.3									0.1
ENSG00000218996	RP1-99E18.2	0.1	0.1	0.1	0.1			0.2		0.1
ENSG00000219023	RP3-340B19.2	0.1	0.2	0.2	0.4	0.5	0.2	0.4	0.4	0.4
ENSG00000219027	RPS3AP2		0.1	0.1		0.1		0.1		
ENSG00000219039	AC005102.1		0.1		0.1	0.3			0.1	0.1
ENSG00000219073	CELA3B		0.1							
ENSG00000219085	NPM1P37	0.1	0.1				0.1	0.1	0.1	0.1
ENSG00000219102	HNRNPA3P12	0.1	0.1	0.3		0.1	0.1	0.2	0.2	0.2
ENSG00000219133	RP11-203F10.6		0.1		0.2	0.1		0.1		
ENSG00000219150	RP11-569A2.2								0.1	
ENSG00000219159	AC011298.2		0.1							
ENSG00000219163	HMGB1P20	0.1		0.1			0.1			0.4
ENSG00000219186	FTH1P19	0.1	0.1		0.1	0.1	0.2		0.1	
ENSG00000219200	RNASEK	2	3	4	5	3	3	2	2	2
ENSG00000219201	RP11-181C21.4	5	3	10	6	8	4	3	4	2
ENSG00000219222	RPL12P47		0.2			0.1	0.2			0.2
ENSG00000219257	NPM1P38		0.1							0.1
ENSG00000219329	RP11-397G5.2				0.1					
ENSG00000219355	RPL31P52	0.2		0.1		0.1		0.1	0.2	0.1
ENSG00000219361	RPSAP72	0.1		0.1	0.1		0.1	0.1		
ENSG00000219391	AC019129.1		0.1							
ENSG00000219392	RP1-265C24.5		0.1	0.1	0.1		0.1	0.1	0.1	
ENSG00000219395	HSPA8P15	0.1	0.1	0.1	0.3	0.1	0.1	0.3	0.2	0.1
ENSG00000219410	RP4-761J14.8	0.2	0.3	0.1	0.3	0.1	0.1	0.2	0.1	0.1
ENSG00000219433	BTBD10P2	0.1	0.1		0.1		0.1	0.1		0.1
ENSG00000219435	TEX40		0.1		0.1				0.1	0.1
ENSG00000219438	FAM19A5			1						
ENSG00000219445	RP11-3B12.3						0.5			
ENSG00000219451	AC005251.3			0.1						
ENSG00000219470	RP3-337H4.6	0.2	0.3	0.1	0.4	0.2	0.1	0.3	0.5	0.9
ENSG00000219481	NBPF1	2	2	5	8	2	4	2	1	2
ENSG00000219487	RP11-365H23.1					0.1				
ENSG00000219507	FTH1P8	0.1	0.6	0.6	0.1	0.1	0.2	0.2	0.4	0.1
ENSG00000219529	AP000580.1	0.4	0.4	0.1	0.4	0.2	0.6	0.4	0.1	0.9
ENSG00000219532	RP3-323K23.3		0.1							
ENSG00000219545	UMAD1	4	5	4	5	8	4	3	4	6
ENSG00000219553	RP1-281H8.3			0.1						
ENSG00000219565	ZNF259P1	0.1								
ENSG00000219604	RP11-132M7.2	0.2								0.2
ENSG00000219607	PPP1R3G	0.3	0.2	0.1	0.5	0.8	1	0.7	2	0.2
ENSG00000219608	HIGD1AP16							0.1		0.1
ENSG00000219626	FAM228B	1	1	1	1	0.9	0.7	1	1	0.8
ENSG00000219642	BMPR1APS1	0.1	0.1	0.3	0.2	0.2	0.2	0.1	0.1	0.1
ENSG00000219653	GCNT1P4				0.1					
ENSG00000219665	CTD-2006C1.2	0.3	0.5	0.5	0.9	0.2	0.1	1	0.4	0.3
ENSG00000219682	RP3-425P12.4	0.5	0.5	0.4	0.3	0.4	0.5	0.3	0.3	0.1
ENSG00000219693	RP11-262H14.11		0.1			0.1				
ENSG00000219700	PTCHD3P3		0.1							
ENSG00000219702	RP5-991C6.2		0.1							
ENSG00000219738	XXbac-BPG34I8.3		0.1							
ENSG00000219747	RP1-292B18.1	24	20	10	14	6	21	17	10	15
ENSG00000219755	RP1-199J3.5	0.2	0.1	0.9	0.3	0.2	0.2	0.2	1	0.4
ENSG00000219773	RPSAP45							0.1		
ENSG00000219797	PPIAP9			0.1				0.1	0.1	
ENSG00000219891	ZSCAN12P1	1	1	0.2	0.1	0.3	5	1	0.2	1
ENSG00000219902	RPL35P3							0.2		
ENSG00000219932	RPL12P8		0.1	0.3	0.1			0.1	0.1	
ENSG00000219986	BTF3P7		0.1							
ENSG00000219992	RP11-420L9.2	0.2	0.1	0.5	0.7	0.9	0.7	0.2	0.7	0.3
ENSG00000220008	LINGO3		0.1	0.2						0.1
ENSG00000220130	RP1-72A23.3			0.2						
ENSG00000220157	HNRNPA1P12								0.1	0.1
ENSG00000220161	FLJ35934			0.3	0.3			0.1	0.1	0.1
ENSG00000220201	ZGLP1	0.1	0.3	0.5	0.5	0.1	0.9	0.2	0.5	0.2
ENSG00000220205	VAMP2	7	8	14	12	12	8	4	7	7
ENSG00000220237	RPS24P12	0.1	0.1					0.1		
ENSG00000220305	HNRNPH1P1	0.2	0.1	0.1	0.1	0.2	0.1	0.3	0.1	0.1
ENSG00000220323	HIST2H2BD	0.7	2	0.5	0.9	1		0.7	0.3	0.4
ENSG00000220343	RP11-440K22.1	0.1							0.2	
ENSG00000220378	KRT8P42			0.1			0.5			
ENSG00000220412	RP11-95M15.2		0.1				0.1	0.1		
ENSG00000220446	RP3-520B18.1							0.1		
ENSG00000220472	RP11-69L16.5	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2
ENSG00000220506	RP3-415N12.1			0.1		0.1		0.1		
ENSG00000220563	PKMP3	0.1	0.1	0.1	0.1		0.3		0.1	0.2
ENSG00000220583	RPL35P2	0.1		0.2	0.5	1	0.2	0.3	0.6	0.1
ENSG00000220614	RP11-480N24.4		0.3				0.4			0.3
ENSG00000220685	RP11-530A18.1		0.1	0.1	0.1	0.1		0.1	0.1	
ENSG00000220702	RP1-32I10.10				0.1	0.3			0.1	
ENSG00000220744	RPL5P18	0.1						0.1		
ENSG00000220749	RPL21P28	0.1	0.1	0.3		0.1		0.1	0.1	0.1
ENSG00000220771	BOLA2P3							0.2	0.1	
ENSG00000220785	MTMR9LP	2	1	0.1	2	0.7	1	1	0.8	2
ENSG00000220793	RPL21P119		0.1		0.1					
ENSG00000220804	AC093642.5	0.6	1	0.4	0.8	0.8	1	0.2	0.4	1
ENSG00000220842	RP11-572P18.1	21	15	10	29	19	50	3	35	15
ENSG00000220848	RPS18P9	2	1	3	2	1	2	1	0.9	3
ENSG00000220867	HSPE1P26	0.2	0.1		0.2	0.1	0.3	0.3		0.1
ENSG00000220875	HIST1H3PS1	0.1	0.1						0.1	0.1
ENSG00000220920	RP3-525L6.2	0.2	0.4	0.1	0.3		0.1	0.5	0.3	0.1
ENSG00000220925	IGBP1-AS2	0.1	0.1	0.1	0.1	0.1		0.1	0.1	
ENSG00000220984	AC025674.1	0.9	1			0.5	0.2		0.3	0.3
ENSG00000220996	AC034236.1					0.2				
ENSG00000220999	AC017076.1	0.1	0.2							
ENSG00000221023	RNU6ATAC19P	0.1								
ENSG00000221025	MIR1250	0.1					0.4		0.1	
ENSG00000221038	RNU6ATAC7P					0.1				
ENSG00000221039	MIR1286	0.1						0.2	0.1	
ENSG00000221040	U3		0.1							
ENSG00000221042	CPEB3_ribozyme	0.1								
ENSG00000221044	U3	0.6	0.3	1	0.4	0.3	0.1	0.8	0.3	0.2
ENSG00000221046	RNU6ATAC38P				0.9	0.4	0.2	0.3	0.1	0.2
ENSG00000221051	AC118344.1	0.4	2		4	0.8	0.9	0.2	0.4	0.7
ENSG00000221053	AC115286.1								0.2	
ENSG00000221060	SNORA11		0.1							
ENSG00000221066	SNORD111		0.4	0.4		0.4			0.1	
ENSG00000221069	AC000029.1			0.4						
ENSG00000221070	AC008625.1				0.3					
ENSG00000221077	AL117190.1						0.3			
ENSG00000221084	AP000547.1		0.2						0.2	
ENSG00000221100	AL138706.1				0.2		0.2	0.2		
ENSG00000221102	SNORA11B								0.1	
ENSG00000221105	AL159997.1				0.2					
ENSG00000221132	AL035422.1	0.7	0.9	0.4	1	0.4	0.8	1	1	0.2
ENSG00000221156	AC007551.1									0.3
ENSG00000221163	AL138963.1				0.3					
ENSG00000221164	SNORA11	3	5	8	10	3	3	4	3	2
ENSG00000221174	AL050327.1		0.3			0.7	0.1	0.1	0.1	
ENSG00000221184	MIR1254-1	5	3	5	8	4	4	8	4	0.7
ENSG00000221186	AC114798.1						0.1			
ENSG00000221203	MIR1262					0.1				
ENSG00000221214	MIR548E		0.2							
ENSG00000221216	RNU6ATAC27P					0.3		0.2	0.1	
ENSG00000221217	AL359851.1		0.1			0.3			0.6	
ENSG00000221220	AL035045.1	0.1			0.2				0.2	
ENSG00000221221	AL139815.1					0.1			0.1	
ENSG00000221222	AL139139.1						0.1			
ENSG00000221230	MIR548L	0.5	0.8		0.3		0.2	0.4	0.3	0.5
ENSG00000221233	AC007842.1	0.1				0.1				
ENSG00000221234	AC009495.1	0.1								
ENSG00000221241	SNORD88A	0.7	1	1	0.3	0.3	0.9	1	1	0.2
ENSG00000221246	AC144522.1		0.4		0.9		0.4	0.4	0.4	0.5
ENSG00000221264	MIR1284	0.1					0.2			
ENSG00000221265	MIR1255A		0.2							
ENSG00000221269	MIR1302-8		0.1							
ENSG00000221280	AC026366.1							0.3		
ENSG00000221286	AC092289.1		0.1					0.2		
ENSG00000221288	MIR663B				0.2					
ENSG00000221299	Z83826.1	1	2	0.9	1	0.9		2	0.1	
ENSG00000221301	AC116562.1								0.1	0.3
ENSG00000221303	SNORA79	0.2	0.2	0.3	0.2			0.1		
ENSG00000221319	AL441988.1	0.1			0.2			0.4	0.1	
ENSG00000221322	AC116533.1						0.2	0.2		0.8
ENSG00000221338	AC108456.1	0.4	0.8		0.6	0.1		1	0.7	0.5
ENSG00000221340	RNU6ATAC18P	1	2	0.4	0.6	0.5	0.2	1	0.8	
ENSG00000221351	AC068570.1		0.2							
ENSG00000221355	MIR1288							0.2		
ENSG00000221356	AC004492.1								0.2	
ENSG00000221378	AL096864.1	0.1								
ENSG00000221385	AL354984.2					0.1				
ENSG00000221386	AC002979.1	0.1	0.4		0.3	0.3	0.2	0.4	0.4	0.7
ENSG00000221387	RNU6ATAC8P	0.1	0.1	0.3				0.1		
ENSG00000221389	AC010754.1					0.2				
ENSG00000221400	U3						0.1		0.1	
ENSG00000221406	MIR320B2					0.2		0.3	0.3	0.2
ENSG00000221410	MIR1238							0.4		
ENSG00000221413	AC023593.1	0.3	0.2	1				0.3		0.2
ENSG00000221419	MIR1287				0.3				0.1	
ENSG00000221424	AC090954.1								0.1	
ENSG00000221429	AC018635.1		0.2		0.3		0.2	0.2		
ENSG00000221432	AC079834.2						0.2			
ENSG00000221439	RNU4ATAC16P			0.3						
ENSG00000221445	MIR1301						0.2			
ENSG00000221461	U3		0.1					0.2		
ENSG00000221464	MIR1271		0.2					0.2		
ENSG00000221468	RNU6ATAC11P	0.1							0.1	
ENSG00000221469	AL133260.1			0.7		0.2				
ENSG00000221476	MIR1827		0.2							
ENSG00000221487	AC069294.1			0.4		0.1			0.2	
ENSG00000221491	SNORA34	1	2	0.3		0.3	0.7	1	2	0.3
ENSG00000221493	MIR320C1				0.3	0.2				0.3
ENSG00000221500	SNORD100	3	4	5	4	2	3	3	2	2
ENSG00000221507	RNU6ATAC40P				0.2					
ENSG00000221510	MIR548O	0.1								
ENSG00000221514	SNORD111B		0.2							
ENSG00000221518	RNU6ATAC16P	0.1	0.1		0.6		0.1	0.1	0.1	0.3
ENSG00000221520	MIR1285-1	0.1	0.3		0.3	0.3	0.5	0.2	0.5	0.8
ENSG00000221521	AL158151.2	0.2	0.8	0.4	0.8	0.4	0.2	0.2	1	0.2
ENSG00000221523	AC079080.1	0.3						0.2		
ENSG00000221528	AC016597.1				0.2					
ENSG00000221535	AC027319.1		0.1							
ENSG00000221537	MIR548H1			0.4						
ENSG00000221539	SNORD99	7	8	7	16	3	6	9	4	2
ENSG00000221540	MIR1180	0.8	0.4		2	0.6	0.3		0.6	0.3
ENSG00000221541	AC079753.1				0.3			0.2		
ENSG00000221550	AL645859.1							0.4		
ENSG00000221552	MIR1303		0.2			0.2				
ENSG00000221553	AC004924.1		0.4				0.1	0.1		
ENSG00000221555	AC068669.1	0.1				0.2				
ENSG00000221571	RNU6ATAC35P	0.1								
ENSG00000221574	RNU6ATAC33P							0.1		
ENSG00000221585	MIR1226							0.2		
ENSG00000221595	AC010458.1								0.2	
ENSG00000221598	MIR1249	0.3	0.5	0.4	0.3	0.1	0.2	0.2	0.5	
ENSG00000221604	MIR1293	0.3								
ENSG00000221611	SNORD88	0.1	0.1		0.3	0.3	0.2			
ENSG00000221612	AC106775.1							0.3		
ENSG00000221634	MIR1276		0.2		0.3					
ENSG00000221638	U3		0.1							
ENSG00000221639	SNORA3	0.2	0.1					0.4	0.6	0.2
ENSG00000221643	SNORA77	0.3	0.3	0.3	0.9	0.6	0.3	0.1	0.1	0.2
ENSG00000221662	MIR1290							0.5		
ENSG00000221669	MIR548N		0.2		0.4				0.2	
ENSG00000221676	RNU6ATAC	0.2	1	0.3	1	0.3	0.6	1	0.2	0.5
ENSG00000221680	MIR1278		0.2							
ENSG00000221693	AL590226.1		0.3			0.1		0.1	0.3	
ENSG00000221716	SNORA11				0.4		0.3	0.1	0.2	0.9
ENSG00000221719	SNORA3								0.1	0.2
ENSG00000221725	RNU6ATAC25P	0.2				0.3				
ENSG00000221740	SNORD93	2	4	0.6	8	4	2	4	1	
ENSG00000221753	MIR1273A	0.4	0.1		0.6	0.4	0.2		0.9	0.6
ENSG00000221763	MIR1289-1	0.1	0.1		0.2	0.2		0.3	0.2	0.2
ENSG00000221767	MIR1307	0.4		0.3		0.3	0.4	0.4	0.2	0.2
ENSG00000221771	MIR1205	0.3								
ENSG00000221774	AC016821.1					0.2				
ENSG00000221778	AC034236.2						0.2		0.1	
ENSG00000221781	AL359815.1							0.3		
ENSG00000221806	RNU6ATAC34P		0.1		0.2					
ENSG00000221817	PPP3CB-AS1	1	1	0.4	0.6	0.7	0.6	0.8	0.6	0.9
ENSG00000221819	GAS8-AS1	0.5	1	0.1	0.8	1	0.5	2	0.3	0.2
ENSG00000221821	C6orf226	3	3	4	3	3	3	9	2	9
ENSG00000221823	PPP3R1	14	26	13	14	12	12	17	18	14
ENSG00000221826	PSG3		0.1	0.1	0.1					
ENSG00000221829	FANCG	15	18	9	15	24	8	17	10	11
ENSG00000221838	AP4M1	3	3	4	3	4	2	3	3	5
ENSG00000221843	C2orf16	0.3	0.1	0.3	0.1	0.1	0.1	0.4	0.3	0.4
ENSG00000221845	C7orf65		0.3	0.1	0.2	0.2				0.1
ENSG00000221852	KRTAP1-5				0.3			0.1	0.1	
ENSG00000221857	CTD-2527I21.4		0.1							
ENSG00000221866	PLXNA4		0.3				0.1	0.4		
